     solid_ec_shield  |          cc_pro_tcd  |               solid_ec_shield  |                               0*cm 0*cm 92.742*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                 Box  |                                         13*cm 13*cm 0.56*cm  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback49  |     solid_ec_showe1  |   solid_ec_showe1_paintback49  |                             0*cm 0*cm -11.4085*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront49  |     solid_ec_showe1  |    solid_ec_showe1_gapfront49  |                                0*cm 0*cm -11.4*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback49  |     solid_ec_showe1  |     solid_ec_showe1_gapback49  |                              0*cm 0*cm -11.238*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint49_rod1  |     solid_ec_showe1  |  solid_ec_showe1_scint49_rod1  |                         5.6255*cm 0*cm -11.319*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint49_rod2  |     solid_ec_showe1  |  solid_ec_showe1_scint49_rod2  |2.81273806984771*cm 4.87183279684652*cm -11.319*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint49_rod3  |     solid_ec_showe1  |  solid_ec_showe1_scint49_rod3  |-2.81277386025399*cm 4.87181213318739*cm -11.319*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint49_rod4  |     solid_ec_showe1  |  solid_ec_showe1_scint49_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm -11.319*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint49_rod5  |     solid_ec_showe1  |  solid_ec_showe1_scint49_rod5  |-2.81270227928962*cm -4.87185346024272*cm -11.319*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint49_rod6  |     solid_ec_showe1  |  solid_ec_showe1_scint49_rod6  |2.81280965050846*cm -4.87179146926533*cm -11.319*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead50  |     solid_ec_showe1  |        solid_ec_showe1_lead50  |                              0*cm 0*cm -11.207*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront50  |     solid_ec_showe1  |  solid_ec_showe1_paintfront50  |                             0*cm 0*cm -11.2295*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback50  |     solid_ec_showe1  |   solid_ec_showe1_paintback50  |                             0*cm 0*cm -11.1745*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront50  |     solid_ec_showe1  |    solid_ec_showe1_gapfront50  |                              0*cm 0*cm -11.166*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback50  |     solid_ec_showe1  |     solid_ec_showe1_gapback50  |                              0*cm 0*cm -11.004*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint50_rod1  |     solid_ec_showe1  |  solid_ec_showe1_scint50_rod1  |                         5.6255*cm 0*cm -11.085*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint50_rod2  |     solid_ec_showe1  |  solid_ec_showe1_scint50_rod2  |2.81273806984771*cm 4.87183279684652*cm -11.085*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint50_rod3  |     solid_ec_showe1  |  solid_ec_showe1_scint50_rod3  |-2.81277386025399*cm 4.87181213318739*cm -11.085*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint50_rod4  |     solid_ec_showe1  |  solid_ec_showe1_scint50_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm -11.085*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint50_rod5  |     solid_ec_showe1  |  solid_ec_showe1_scint50_rod5  |-2.81270227928962*cm -4.87185346024272*cm -11.085*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint50_rod6  |     solid_ec_showe1  |  solid_ec_showe1_scint50_rod6  |2.81280965050846*cm -4.87179146926533*cm -11.085*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead51  |     solid_ec_showe1  |        solid_ec_showe1_lead51  |                              0*cm 0*cm -10.973*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront51  |     solid_ec_showe1  |  solid_ec_showe1_paintfront51  |                             0*cm 0*cm -10.9955*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback51  |     solid_ec_showe1  |   solid_ec_showe1_paintback51  |                             0*cm 0*cm -10.9405*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront51  |     solid_ec_showe1  |    solid_ec_showe1_gapfront51  |                              0*cm 0*cm -10.932*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback51  |     solid_ec_showe1  |     solid_ec_showe1_gapback51  |                               0*cm 0*cm -10.77*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint51_rod1  |     solid_ec_showe1  |  solid_ec_showe1_scint51_rod1  |                         5.6255*cm 0*cm -10.851*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint51_rod2  |     solid_ec_showe1  |  solid_ec_showe1_scint51_rod2  |2.81273806984771*cm 4.87183279684652*cm -10.851*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint51_rod3  |     solid_ec_showe1  |  solid_ec_showe1_scint51_rod3  |-2.81277386025399*cm 4.87181213318739*cm -10.851*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint51_rod4  |     solid_ec_showe1  |  solid_ec_showe1_scint51_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm -10.851*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint51_rod5  |     solid_ec_showe1  |  solid_ec_showe1_scint51_rod5  |-2.81270227928962*cm -4.87185346024272*cm -10.851*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
