     solid_ec_shield  |          cc_pro_tcd  |               solid_ec_shield  |                               0*cm 0*cm 92.742*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                 Box  |                                         13*cm 13*cm 0.56*cm  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint104_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint104_rod2  |  2.81273806984771*cm 4.87183279684652*cm 1.551*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint104_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint104_rod3  | -2.81277386025399*cm 4.87181213318739*cm 1.551*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint104_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint104_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 1.551*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint104_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint104_rod5  |-2.81270227928962*cm -4.87185346024272*cm 1.551*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint104_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint104_rod6  | 2.81280965050846*cm -4.87179146926533*cm 1.551*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead105  |     solid_ec_showe1  |       solid_ec_showe1_lead105  |                                0*cm 0*cm 1.663*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront105  |     solid_ec_showe1  | solid_ec_showe1_paintfront105  |                               0*cm 0*cm 1.6405*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback105  |     solid_ec_showe1  |  solid_ec_showe1_paintback105  |                               0*cm 0*cm 1.6955*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront105  |     solid_ec_showe1  |   solid_ec_showe1_gapfront105  |                                0*cm 0*cm 1.704*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback105  |     solid_ec_showe1  |    solid_ec_showe1_gapback105  |                                0*cm 0*cm 1.866*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint105_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint105_rod1  |                           5.6255*cm 0*cm 1.785*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint105_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint105_rod2  |  2.81273806984771*cm 4.87183279684652*cm 1.785*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint105_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint105_rod3  | -2.81277386025399*cm 4.87181213318739*cm 1.785*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint105_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint105_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 1.785*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint105_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint105_rod5  |-2.81270227928962*cm -4.87185346024272*cm 1.785*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint105_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint105_rod6  | 2.81280965050846*cm -4.87179146926533*cm 1.785*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead106  |     solid_ec_showe1  |       solid_ec_showe1_lead106  |                                0*cm 0*cm 1.897*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront106  |     solid_ec_showe1  | solid_ec_showe1_paintfront106  |                               0*cm 0*cm 1.8745*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback106  |     solid_ec_showe1  |  solid_ec_showe1_paintback106  |                               0*cm 0*cm 1.9295*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront106  |     solid_ec_showe1  |   solid_ec_showe1_gapfront106  |                                0*cm 0*cm 1.938*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback106  |     solid_ec_showe1  |    solid_ec_showe1_gapback106  |                                  0*cm 0*cm 2.1*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint106_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint106_rod1  |                           5.6255*cm 0*cm 2.019*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint106_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint106_rod2  |  2.81273806984771*cm 4.87183279684652*cm 2.019*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint106_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint106_rod3  | -2.81277386025399*cm 4.87181213318739*cm 2.019*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint106_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint106_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 2.019*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint106_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint106_rod5  |-2.81270227928962*cm -4.87185346024272*cm 2.019*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint106_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint106_rod6  | 2.81280965050846*cm -4.87179146926533*cm 2.019*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead107  |     solid_ec_showe1  |       solid_ec_showe1_lead107  |                                0*cm 0*cm 2.131*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront107  |     solid_ec_showe1  | solid_ec_showe1_paintfront107  |                               0*cm 0*cm 2.1085*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback107  |     solid_ec_showe1  |  solid_ec_showe1_paintback107  |                               0*cm 0*cm 2.1635*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront107  |     solid_ec_showe1  |   solid_ec_showe1_gapfront107  |                                0*cm 0*cm 2.172*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback107  |     solid_ec_showe1  |    solid_ec_showe1_gapback107  |                                0*cm 0*cm 2.334*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint107_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint107_rod1  |                           5.6255*cm 0*cm 2.253*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint107_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint107_rod2  |  2.81273806984771*cm 4.87183279684652*cm 2.253*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint107_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint107_rod3  | -2.81277386025399*cm 4.87181213318739*cm 2.253*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint107_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint107_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 2.253*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint107_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint107_rod5  |-2.81270227928962*cm -4.87185346024272*cm 2.253*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint107_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint107_rod6  | 2.81280965050846*cm -4.87179146926533*cm 2.253*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead108  |     solid_ec_showe1  |       solid_ec_showe1_lead108  |                                0*cm 0*cm 2.365*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront108  |     solid_ec_showe1  | solid_ec_showe1_paintfront108  |                               0*cm 0*cm 2.3425*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback108  |     solid_ec_showe1  |  solid_ec_showe1_paintback108  |                               0*cm 0*cm 2.3975*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront108  |     solid_ec_showe1  |   solid_ec_showe1_gapfront108  |                                0*cm 0*cm 2.406*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback108  |     solid_ec_showe1  |    solid_ec_showe1_gapback108  |                                0*cm 0*cm 2.568*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint108_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint108_rod1  |                           5.6255*cm 0*cm 2.487*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint108_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint108_rod2  |  2.81273806984771*cm 4.87183279684652*cm 2.487*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint108_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint108_rod3  | -2.81277386025399*cm 4.87181213318739*cm 2.487*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint108_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint108_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 2.487*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint108_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint108_rod5  |-2.81270227928962*cm -4.87185346024272*cm 2.487*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint108_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint108_rod6  | 2.81280965050846*cm -4.87179146926533*cm 2.487*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead109  |     solid_ec_showe1  |       solid_ec_showe1_lead109  |                                0*cm 0*cm 2.599*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront109  |     solid_ec_showe1  | solid_ec_showe1_paintfront109  |                               0*cm 0*cm 2.5765*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback109  |     solid_ec_showe1  |  solid_ec_showe1_paintback109  |                               0*cm 0*cm 2.6315*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront109  |     solid_ec_showe1  |   solid_ec_showe1_gapfront109  |                                 0*cm 0*cm 2.64*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback109  |     solid_ec_showe1  |    solid_ec_showe1_gapback109  |                                0*cm 0*cm 2.802*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint109_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint109_rod1  |                           5.6255*cm 0*cm 2.721*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint109_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint109_rod2  |  2.81273806984771*cm 4.87183279684652*cm 2.721*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint109_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint109_rod3  | -2.81277386025399*cm 4.87181213318739*cm 2.721*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint109_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint109_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 2.721*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint109_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint109_rod5  |-2.81270227928962*cm -4.87185346024272*cm 2.721*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint109_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint109_rod6  | 2.81280965050846*cm -4.87179146926533*cm 2.721*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead110  |     solid_ec_showe1  |       solid_ec_showe1_lead110  |                                0*cm 0*cm 2.833*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront110  |     solid_ec_showe1  | solid_ec_showe1_paintfront110  |                               0*cm 0*cm 2.8105*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback110  |     solid_ec_showe1  |  solid_ec_showe1_paintback110  |                               0*cm 0*cm 2.8655*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront110  |     solid_ec_showe1  |   solid_ec_showe1_gapfront110  |                                0*cm 0*cm 2.874*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback110  |     solid_ec_showe1  |    solid_ec_showe1_gapback110  |                                0*cm 0*cm 3.036*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint110_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint110_rod1  |                           5.6255*cm 0*cm 2.955*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
